,x,y,distance,text1,text2
1930,21,83,367,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,i purchased this top in an antro store last week the quality is wonderful and the greenish blue color is very unique the blouse has a beautiful stretchy camsiole that is attached at the shoulders but can be removed by snaps i tooks great when worn two different ways i wore it with the campole out and it peeks through the blouse at the bottom it also looks great when the camisole is worn in my only wish is that it would come in a petite size as it's a touch big at the shoulders and neckli
1931,21,84,368,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,i received this shirt in my typical xs and it fits perfectly i?m not crazy in love with it but i also don?t dislike the shirt is on the thin side do i need to wear a cami underneath it no my concern is holes it does remind me of a material that could develop some holes after some wear and washes with that being said i?ll wash this shirt in cold water and hang dry and hopefully that will prevent holes from developing the length is fine and i do like the slits in front?it adds a little dim
1932,21,85,362,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,"i was really hoping to like this but it did not look the way it does on the model at least not on me the sharkbite hem is much more pronounced and looser the one in the photo looks like it was pinned back i am 5'8"" and usually wear a medium or large i got a medium and there was a lot more material on the bottom half than the photo shows it made me look bigger and was not flattering material has a nice weave but it's thin and delicate i bought the (holly) deep olive and the blue colors"
1933,21,86,338,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,"i tried this on from the sale section and they only had a 2 (i usually do 0) and surprisingly that size was the right fit it is fitted with just enough room to eat :) 
te blue is a light blue almost neutral with the white embroidery i think it looked stylish and decided to keep it the peplum part hit just in the right spot i am short (petite) but my torso is normal size"
1934,21,87,357,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,"i debated n that as i think it looks loose on the model but if i was to tighten it it looks a lot more flattering i tried on the xs in the store (i usually do that to decide if i need petite) and it looked huge when we pinched the back to see if xxs would work it was a lot of fabric and looser didn't look as good on me but i like the dress overall so still recommend and for those who like the looser look this is great i would however order eptite for 5'15"" (115 lbs 03 dd che"
1935,21,88,398,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,really cute piece but it's huge i ordered an xxs petite and it was unfortunately extremely wide and not flattering returning
1936,21,89,331,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,i bought this top online in the burnt orange color and was so excited to get it when i tried it on the fit was fine but it just lackedsomething the back was a little bit too long the front was a little bit too short and it lacked the overall tailored look that i was after gorgeous fabric and top but not for me i wanted something more for $150 bought the velvet tunic instead ;)
1937,21,90,345,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,i love cute summer dresses and this one especially because it is made out of linen is unique it is very wellmade with a design that is quite flattering i am 5 foot 6 and a little curvy with a 38 c bust and i got a size 10 it fits well although it is difficult to zip up because the material has no give the perfect dress to wear to italy or france now i just have to book my tickets
1938,21,91,343,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,this top is so much prettier in real life than it is on the model the pattern and texture are both lovely and the peplum is surprisingly flattering it is definitely on the short side but i think that gives it a modern look the fabric does not stretch at all but i still think it fits tts if you have a very large chest you may want to go up a size but otherwise i would order your normal size
1939,21,92,358,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,this shirt caught my eye because of how beautiful it was i love the shape design and and the color it's perfect for spring and summer with some white pants unfortunately i don't see any possibilities for this shirt to be worn any other way so far it doesn't work with any of my jeans skirts or shorts i usually prefer items with more versatility for outfits so i'm still on the fence if i'm going to keep it or not with that aside it seriously is a great quality shirt with a beautiful
1940,21,93,365,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,"purchased this top online and when i received it was very pleased
it has and elegant cut and yet is a casual fabric
love that the sleeves run longerads to the overall look
also loved the v necklineenhances the feel of the overall style
with various necklaces this top has limitless options
the color states mosswhich i usually think of as greenish browni found it to be more of a taupe
would have liked it to have a green tones however it is still a fantastic f"
1941,21,94,355,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,"i usually wear a medium and bought a small it fit ok but had no shape and was not flattering i love baby doll dresses and tops but this was a tent my daughter saw me try it on and said ""that's a piece of tablecloth"" it's going back"
1942,21,95,378,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,i was very excited to order this top in red xs so cute but it was huge shapeless and support thin it had to go back i should've looked at other reviews
1943,21,96,359,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,i am in need of easy comfortable tops for everyday wear i bought this top mostly because of the cute buttons when i received it it looked exactly as it does in the picture online however the buttons kept slipping out of their homes because the holes were slightly too big the shirt fit but was just a tad snug near the upper arms which would stretch and loosen up throughout the day it's definitely a comfortable shirt but it felt more like a pajama top it's going back
1944,21,97,356,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,at first i wasn't sure about it the neckline is much lower and wavy than i thought but after wearing it it really is comfortable it stretches a lot so i wear a cami underneath so when i lean forward i'm not showing the world my torso
1945,21,98,350,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,i find that this brand can be a little bit allovertheplace with sizes had i tried this on in person i may have bought it in a small instead of a m despite being a bit big it still looks great and hides my flaws well i bought a m in another shirt from them (the seamed scoop neck) and that shirt was a full 2 inches smaller in the bust than this just something to keep in mind still a great shirt love the neutral color
1946,21,99,354,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb,this top is absolutely stunning i purchased the white one just received and it fits nicelya little on the big side but i believe it looks better that way this will look great with everything it is well constructed and looks very unique love it
1947,22,23,322,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",cute little dress fits tts it is a little high waisted good length for my 5'9 height i like the dress i'm just not in love with it i dont think it looks or feels cheap it appears just as pictured
1948,22,24,328,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i love this shirt because when i first saw it i wasn't sure if it was a shirt or dress since it is seethrough if you wear it like a dress you will need a slip or wear it with leggings i bought a slip wore the tie in the back and rocked it with white wedges you could also wear it as a vest be careful with the buttons i haven't had any fall off yet but i feel like they will overall it's great for any occasion and it's fun to wear
1949,22,25,301,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for","loved the material but i didnt really look at how long the dress was before i purchased both a large and a medium im 5'5"" and there was atleast 5"" of material at my feet the gaps in the front are much wider than they look felt like the dress just fell flat both were returned im usually a large and the med fit better 36d 30 in jeans"
1950,22,26,362,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i have been waiting for this sweater coat to ship for weeks and i was so excited for it to arrive this coat is not true to size and made me look short and squat the sleeves are very wide (although long) as a light weight fall coat the sleeves don't need to be as wide because you wouldn't be layerng too much underneath the buttons need to be moved at least three inches in for a nicer fit i thought about redoing the buttons myself but the sleeves looked even more out of proportion with a tigh
1951,22,27,311,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",the colors weren't what i expected either the dark blue is much more vibrant and i just couldn't find anything to really go with it fabric is thick and good quality has nice weight and movement to it the skirt just wasn't for me in the end
1952,22,28,323,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i have several of goodhyouman shirts and i get so many compliments on them especially the one that says forehead kisses are underrated don't hesitate buy this shirt you won't be sorry
1953,22,29,333,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this sweater is so comfy and classic  it balances a quirky handknit look with a beautiful color and practical fit it is a bit cropped and boxy as part of the style and as others mentioned there are gaps in the knit that make it seethrough in my opinion this makes it perfect for layering i like having a longer camisole showing underneath or wearing it over a little dress it's warm but still thin enough to fit under a jacket or coat
1954,22,30,360,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",beautifully made pants and on trend with the flared crop so much cuter in person love these
1955,22,31,303,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i never would have given these pants a second look online in person they are much cuter the stripes are brighter and the fit more flattering the crop has a cute flare which is right on trend this brand has always run small for me i am 5'8 about 140lbs and carry some chubbiness in the belly i paired it with a collarless loose navy blazer
1956,22,32,356,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",these pants are even better in person the only downside is that they need to be dry cleaned
1957,22,33,335,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i ordered this 3 months ago and it finally came off back order a huge disappointment the fit wasn&#39;t so much the issue for me the quality of the wool is subpar someone else mentioned a &quot;felted wool&quot;i guess is that what you call it?  it does literally feel like felt super thin itchy doesn&#39;t drape very well and feels cheap (made in china) i got it on sale but still not worth what i paid definitely going back
1958,22,34,310,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this is such a neat dress the color is great and the fabric is super soft i am tall so the long length was an added bonus it definitely needs something underneath since the front gaps i am going to pair it with a funky tank top necklaces and boots super cute
1959,22,35,361,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",wouldn't have given them a second look but tried them on in store of a whim love love
1960,22,36,333,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this is a comfortable skirt that can span seasons easily while not the most exciting design it is a good work skirt that can be paired with many tops
1961,22,37,313,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for","just ordered this in a small for me (5'6"" 135 size 4) and medium for my mom (5'3"" 130 size 8) and it is gorgeous  beautifully draped all the weight/warmth i'll need for houston fall and winter looks polished snapped or unsnapped ageappropriate for both my mom (60's) and myself (30's) will look amazing with skinny jeans or leggings we ordered the gray which is true to the photos"
1962,22,38,364,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",super cute and comfy pull over sizing is accurate material has a little bit of stretch
1963,22,39,346,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",great casual top with flare looks cute with grey pilcro stet jeans flattering with peplum in back nice cut for shoulders and neckline
1964,22,40,337,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",pretty and unique great with jeans or i have worn it to work with slacks and heels the colors print and embroidery are lovely reasonably priced
1965,22,41,310,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this is a beautiful top it's unique and not so ordinary i bought my usual medium and i found that it fits tight across my chest although i had a baby this year and i am nursing so that could be why if i bought again i would size up
1966,22,42,304,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this poncho is so cute i love the plaid check design the colors look like sorbet & cream and it will pair well with a turtleneck and jeans or pencil skirt and heels i love this look for fall and it can roll right into spring great buy
1967,22,43,357,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for","first this is thermal so naturally i didn't expect super sheer but it is really sheer light fabric i like it but be prepared for considering who you might run into if you walk around the house in it second it is large i ordered the size 0 and it's a nice oversized fit for my 5'3"" 125 pounds i wouldn't want to go larger along with being sheer the fabric is easily stretched which i don't mind in this case finally the color it looks white on my monitor and shows a colorful blue dot"
1968,22,44,318,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for","tried this on today at my local retailer and had to have it it is so comfortable and flattering it's too bad the picture online has the model tucking it into the skirt because you can't see the ruching across the front a little dressier alternative to a plain tee and reasonably priced for retailer 5'8"""" and i generally wear a 6 the small fit well will probably be back for the black"
1969,22,45,308,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i bought this item from online the fit on the model looked a little loose but when i got mine it seemed a bit tight so i took it back to the store & ordered a larger size for the sale price this is a great top
1970,22,46,314,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i love this top i wear it all the time  the problem is that you can tell i wear it all the time as the fabric has started to fade  i'd still recommend it as it is so comfortable
1971,22,47,381,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",very comfortable material is good cut out on sleeves flattering
1972,22,48,366,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this sweater is perfect for fallit's roomy warm super comfy and the color really pops
1973,22,49,306,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",really cute top the embroidery on the collar & bib of this top is beautiful and unique received lots of compliments & questions about where i got it i'm rather busty up top and the medium fit well a small probably would've fit better but it's still super adorable
1974,22,50,307,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this is a cute top that can transition easily from summer to fall it fits well nice print and it's comfortable i tried this on in the store but did not purchase it because the color washed me out this is not the best color for a blonde would look much better on a brunette if this was in a different color i most likely would have purchased it
1975,22,51,320,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for","i absolutely love this bib tee it's probably my favorite retailer purchase of all time i'm 5'7"" 140 pounds and the small was a perfect fit for me i typically wear either a s or m tops"
1976,22,52,385,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",love the color and style but material snags easily
1977,22,53,357,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",very soft and comfortable the shirt has an unusual asymmetrical seam that appears along the front righthand side of the garment (the model is positioned so that you can't see this detail from the picture i attached a picture that includes the front seam) i actually like the seam  it creates more visual interest and adds a little bit of ruching that helps hide my belly the cowl neck is very well done  there are two layers that form the cowl and i've found that it means wardrobe malfun
1978,22,54,337,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",nice top armholes are a bit oversized but as an older woman i'm picky about that the print is pretty and unusual it just didn't look great on me there's a slight peplum in the back that hangs nicely it's a lightweight tee fabric that's opaque i tried it on with a black bra which was barely visible great for warmer climates but there are so many gorgeous tops out now that i decided to return since summer is winding down i do recommend
1979,22,55,316,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this is an adorable top that i find to be extremely comfortable i don't usually buy prints but this one is so feminine and looks great with dark wash jeans i am a 36d and the medium was a perfect fit
1980,22,56,332,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i am pregnant and i thought this would be a great sleep bra it's soft and fits okay but it has zero support or shape i would only buy if you are a b cup or smaller and can get away without support if i would have seen this is the store i would have passed over it however i was too lazy to return so i am wearing it it's comfortable so that's a redeeming quality i would not recommend for larger chested ladies though
1981,22,57,333,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this tank fit well and i loved the ruffle in the back and how it layed but the front was not a good look and i will be retuning it
1982,22,58,346,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i got this in the petite length size o and it fit just right i like that i didn't have to have it altered in the length; can wear with flats with plenty of clearance to the floor from the bottom hem my only beef with the design is the height of the waist i personally think that the elastic waistband looks cheap and really needs to be concealed with a belt yet because it sits so high literally right under the bustline it's a tricky one to pull off i have a wide belt that sort of does th
1983,22,59,308,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i've been looking for bralettes that provide some support but not binding/tight for night time and casual wear this is a light weight bra could be a little more supportive pretty color with nice lines only downside is the retailer tag on the back  itchy (i need to remove it)
1984,22,60,308,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",this dress is simply beautiful and stunning it is so figure flattering and i can't wait to wear it size small worked for me and since i'm tall it fell right to my ankle which is perfect for me i could not be happier with the purchase and the keyhole in the back is a beautiful detail
1985,22,61,347,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",3 tags sewn in 2 small (about 1'' long) and 1 huge (about 2'' x 3'') very itchy so i cut them out then the thread left behind was plasticy and even more itchy how can you make an intimates item with such itchy tags? not comfortable at all also  i love bralettes and wear them all the time including to work i am a b cup however this one is so thin and flimsy that it gives no support even to a b cup  so for me this would only be a lounging bralette  if it wasn't so itchy
1986,22,62,325,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",i recently got this on sale after looking at it forever on my wish list i'm so happy with it its very comfortable and just long enough for my torso (5'3) the pattern on the front is very flattering
1987,22,63,350,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",very comfortable shirt light weight top with lovely floral colors great for spring/summer with white jeans love everything one september makes
1988,22,64,383,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for",loved this top and was really happy to find it on sale
